DATE,REVIEW,RATING,SUBJECTIVITY,POLARITY,SCORE
12/10/21 4:50PM,Having problems playing movies on my app so I call customer service they were so rude to me I just got off the phone with him and ended my subscription immediately don't have time to go back and forth with an adult I'm just not that type of person hopefully in the future they can have better customer service,neg,0.305,0.06000000000000001,0.018300000000000004
12/3/21 1:56PM,"Wow, I talked to some woman that couldn't have cared less that I was double billed by Netflix. She just keep saying call your bank. I told her it wasn't the bank who billed me. Finally I just cancelled Netflix and got my money back.",neg,0.4133333333333333,-0.01333333333333333,-0.005511111111111109
11/30/21 3:00AM,I just chatted with a so called supervisor of Netflix the worst call I've ever had and they talk over you and don't let you talk I'm also now considering cancelling Netflix worst conversation of my life,neg,1.0,-1.0,-1.0
10/18/21 1:52AM,LAILA ID# 3102774 has horrible customer service & absolutely NO KNOWLEDGE when it comes to customers Netflix account! Please stop putting people that do not speak English on lines that you press 1 for English. So annoying ?,neg,0.5599999999999999,-0.385,-0.21559999999999999
10/15/21 7:54AM,Not impressed at all!!!!,neg,1.0,-0.5,-0.5
10/4/21 5:24PM,MY netflix is not working. it is treating me like a new customer.. asking m to log in. please help,neg,0.45454545454545453,0.13636363636363635,0.06198347107438016
9/22/21 7:32PM,Won't give actual answer to solve payment problem. Rude when facing the customer. Hang up the chat without confirming with customer whether there's any other problem.,neg,0.35833333333333334,-0.14166666666666666,-0.050763888888888886
8/26/21 5:46AM,"Too many dubbed series and movies,its horrible Netflix is boring,when you think something is good,you find out it is dubbed.",neg,0.75,-0.25,-0.1875
8/17/21 8:08PM,"For the past 3 months it wont let me get connected to t.v .with the remote or thru my phone.,hulu works,disney plus ,youtube .nerflix does not on my t.v . Using same phone or remote. Wth netflix. Fix",neg,0.19374999999999998,-0.11249999999999999,-0.021796874999999997
7/11/21 11:21AM,Issues with dish and Netflix is not the customers fault or reason to have to bend to what Netflix wants to make things easier for them. Customers who pay for services should have them running as smoothly as monthly payments are charged to them as the customer. But y'all pass blame on each other and the people giving you money for services monthly is crapped on and giving troubleshooting ideas which is just a circle jerk party. Disclaimers 7 be nice to know what we are getting into as dual service subscribers.,neg,0.49375,0.26875000000000004,0.13269531250000002
6/27/21 10:35PM,"Tried figuring out why I couldn't login to my account, only to find someone from another country hacked our account. The operator on the line was rude with a condescending tone. They need better training.",neg,0.7000000000000001,0.06666666666666667,0.04666666666666667
6/25/21 7:12AM,"Netflix won't help me. I have an account via tmobile and it does not work...and nobody can help me...not Netflix, not t mobil...leaving me to rot while I pay fees for no serc",neg,0.0,0.0,0.0
4/19/21 8:37PM,"I canceled Netflix in March they still charged me 17.99 on April 12th , called them , they said t was canceled and didnt take money out of my account , I offered to send them a photo of the transaction, they refused it , then kept do you know when they took it out of my account, didn't even try to work with me , no I got a call my bank to get it stopped from stealing my money , I never have Netflix again, call Hey lawyer tomorrow see what can be done for them stealing my money",neg,0.0,0.0,0.0
1/26/21 7:35PM,"Netflix has the worst customer service I have experienced in recent times .. Queried an odd charge billed outside my province along with another charge on the same date and I had to demand to speak with a supervisor who still couldn't answer my questions.. Then after I asked that my complaint be submitted i was told a mere ok they would try ..after 25 minutes that's the rubbish I was told...when I asked how long before someone contacts me with a response, I was told ""I am not guaranteed a response""... So why am I calling customer service for help then? It's a patty shop! An annoying, futile process.. clueless agents, a company that is disrespectful to it's clients.",neg,0.46136363636363636,-0.1390151515151515,-0.06413653581267217
11/23/20 1:57AM,"Worst customer service ever.

What's the point of cancelling the subscription when all 5 people can renew it? It's my card on the account, I should be able to manage it however I want.

Oh what about a notification when you bill my account? You don't have that too? Cool great job netflix!",neg,0.75625,0.2125,0.160703125
11/9/20 6:55PM,"I have been with Netflix since before they were popular. A loyal customer that wished to see them succeed. Today I came to find that my same account that I used to pay $5.99 a month for, it might have been even cheaper, was now at $8. I used to be able to watch on multiple screens at the same time as well, and that is actually where the negative review comes from. I am fine with a little price raise but to get my same service I ised to have for $5.99 they want me to pay over $14 a month or $168 / year! I asked them to simply honor my legacy loyal customer status and was treated like a piece of trash. They just repeated the current prices and said if I wanted what I ised to have I had to pay up. They also made it clear they did not care that I helped them climb to where they are today. Horrible business. They will become the next cable company.
I already get three free Netflix accounts through T Mobile but kept my original account because I thought they were still a good company and like an idiot felt I should support them. I am now cancelling my Netflix account and using my free ones. I will never again pay a penny to Netflix, I hope they go bankrupt and will support their competitors from now on.

Customers should be treated right. Supporting behavior like Netflix has will only make it worse.",neg,0.5131868131868133,0.07717490842490841,0.039605145312562894
10/14/20 8:12AM,"Complained about automatic Audio Descriptions feature and was put on hold several times 'looking' for a supervisor for over and hour. When a supervisor finally came on she gave a non commitment answer then proceeded to pretend that my phone was on mute but kept talking saying I was on mute when I have no mute option, then finally just hung up without any solution.",neg,0.55,-0.075,-0.04125
9/25/20 6:50AM,"Netflix India you are the worst.
I asked to speak to a supervisor and was made to 45 mins! More than a doctors office!
Bad attitude and customer service !
Didn't resolve my issue on top of everything
Terribleness",neg,0.6666666666666666,-0.18749999999999994,-0.12499999999999996
8/28/20 6:31PM,"Poor customer service.poor attitude, yelling, very bad service",neg,0.7333333333333334,-0.6549999999999999,-0.48033333333333333
8/7/20 2:12PM,"WORST CUSTOMER EXPERIENCE I HAVE EVER HAD
The customer service isn't a customer service they can't open a case or take inquiries from customers. They only as they say ""take feedbacks""... Feedbacks the customer will never hear from again. With all the competitors the poor quality of their production without even talking about the movie curation ... This service is NOT WORTH IT ANYMORE. I am cancelling my subscription right now.",neg,0.6226190476190476,-0.21071428571428572,-0.13119472789115647
7/8/20 2:20PM,"Horrible customer service when I called them about not being able to update my payment method. My credit card was compromised and had an unauthorized charge from Netflix on my account. Upon receiving my new card, Netflix will not accept the new card as payment. When I called them, they said Netflix does not accept all payment options. It's a VISA!!!!! Their advice is to buy gift cards ?. Been a customer for a long time, but am going to cancel my account. Terrible that they wouldn't help me!!! ?",neg,0.6556818181818181,-0.1662479285037879,-0.10900574403032455
3/16/20 6:07AM,"customer service chat it so rude,they said that ""you read above i send""!!! it should not use in customer service . they tell me only one way to solve ploblem and not read my conversation scrupulously.finally they end chat altrough ploblem not solve",neg,0.55,0.0,0.0
9/3/18 4:11AM,"We had Netflix for 10+ years. We started receiving messages stating we no longer have an account. When Netflix was contacted they told us our account had been hacked. They made us change our account (email, card info, etc....). Within one night our account was hacked again. Once again Netflix was contacted and they requested we change our information a second time. When asked how would they assure the account would not be hacked with yet a third email, credit card, etc.... the Netflix representative assured us this happens frequently and they could not provude such safeties. We explained we could not keep an account open that would not be safe. Netflix representative agreed and did not attempt in any way to try and keep us as a Netflix customer and it felt as though they were happy our business was leaving after 10+ years. VERY DISAPPOINTED.",neg,0.471875,0.05312499999999998,0.025068359374999988
8/9/18 10:13PM,"So very disappointed already.....have lost signal. Tried to reconnect, reconfigured everything on my end and your ""support"" ppl keep telling me it's something on my end...funny cuz my phone works fine..with the same signal.... at the end of free trial but was willing to continue with kt...but maybe not now.",neg,0.6625000000000001,-0.08125000000000002,-0.05382812500000002
8/9/18 8:11PM,"I keep getting ""cannot connect to Netflix at this time. This has happened multiple times. Please help.",neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
,,neg,0.0,0.0,0.0
5/22/18 10:46AM,"After the fifth or sixth time of putting my account on hold saying my financial institution had declined payment, spent 5 minutes on the phone with said financial institution and they basically told me Netflix was full of it.So then I'm on the phone for 45 min with Netflix customer service reps and ssupervisors for them to tell me again and again that my financial institution declined earlier payment. But as soon as I updated my account with the same card number ,expiration date and security code I guess my bank said its ok now. Only they could tell me was nothing and they did the absolutely nothing .",neg,0.3675,0.095,0.0349125
1/15/18 8:56PM,"I called netflix about error code, the customer rep was a rude girl and snotty attitude. I knew it wasnt in usa, i asked where she is located, she said in rhe Philippines, i say oh i can tell you have an accent, she replied snotty. Told me it wasnt their problem that its the internet connection, but it isnt.",neg,0.6,-0.3,-0.18
9/26/17 6:55AM,"Hey I Just Applied To Cancel My Membership Im Just Wondering Is It Really Cancelled Already???

I Need To Know That They Will Not Charge Me For The Membership Fees. Pls Reply Me Via Email Address",neg,0.2,0.2,0.04000000000000001
6/5/17 5:35PM,"Dear Netflix

Wish to unsuscribe my membership I don't have internet available .thanks for free try out it's awesome got to see one movie . Anita Rivera",neg,0.7333333333333334,0.6,0.44
5/12/17 11:45AM,I'm getting billed for Netflix but then when I go to log on a new TV for it it says I don't have an account I need to find out what's going on if someone could call me back my name is Patricia Lunsford thank,neg,0.22727272727272727,0.06818181818181818,0.01549586776859504
5/10/17 3:12PM,I can never get any help from customer service by calling or using chat. They are clueless and can not understand anything you tell them. They will never tell you a feature is not available on their site and instead they waste your time by running around the issue and suggesting meaningless things to do that never resolves the problem. Netflix has no clue which movies you watched and rated and will continue to show you same movies you rated and watched and suggest you watch again (No i'm not talking about MY LIST) and their staff can not comprehend the issue.,neg,0.38125,-0.225,-0.08578125
5/2/17 6:55PM,Netflix streaming does not work well consistently. In fact it is very inconsistent. I certainly would not own stock in this loser.,neg,0.5303571428571429,0.09107142857142857,0.04830038265306122
3/24/17 9:41PM,Rude customer service blaming their problem on my internet service which is fast. Netflix just does not work right. The customer service people treat you like dirt.,neg,0.5785714285714286,0.06190476190476191,0.03581632653061225
1/14/17 10:53PM,"Your website gives the phone and states there is 24/7 access to help. It does not mention that this # is for streaming only and that your dvd division has specific, unacceptably short hours of 6 to 6 daily, 7 to 5 on Saturdays. Your website is badly remiss in this omission. You have always, for the many years I've been a member, had 24/7 service for dvd issues. WHAT IS GOING ON WITH YOU AND YOUR DISREGARD FOR MEMBER NEEDS FOR HELP AND COMMUNICATION AT NIGHT, PLUS AN UNTRUTHFUL CLAIM ON YOUR WEBSITE?",neg,0.43194444444444446,-0.033333333333333305,-0.014398148148148137
12/4/16 12:20AM,I hate Netflix. I just got off the phone with their so called rude supervisor Josh tonight regarding my account being charged but they canceled my account without refunding my credit card back and I feel like I was pushed into the corner with no one to help me but him and he was no help at all talking about its his way or no way. The last email I received from them stated I had until the 14th of Dec to use their service but when I go to watch tonight it wasn't there. I wish someone could just listen to the phone call and see if i am making things up. This is so unfair and ridiculous I have to be treated like I'm not in tittle to something. I wouldn't even have known about the cancelation unless I called and that's not right. I'm not sure exactly how to contact someone else besides the phone call so I hope this reaches everyone that is thinking about signing up with them. What other company is better than them. I would join them just because I don't like Netflix!,neg,0.556024531024531,-0.1432900432900433,-0.07967277912083107
11/14/16 6:43PM,First of all their customer service can swear at you and make up anything they want and treat you like not allowed to say what I want with this customer complaint but you know the word I want to say right and second of all when they charge you for something they charge you for it and then apparently you're getting going to get ripped off because they're charging you for about $12 more that's coming out of your bank account Netflix is a scam problem is most of us did not look at things like I do not look at it for years and I just called them this month they rip us off and they still are money they promise you it causes this much they charge you for it which I really should but then they go to charge you for another fee which is about 3 times more and which most of us never see it but that happens apparently too much or regular,neg,0.3266131304592843,0.2104395604395604,0.06873232360764059
11/11/16 12:32AM,Netflix runs slow and has out of sync audio and video. Terrible customer support. Totally sucks. Spend your money elsewhere. 8 years and sick of Netflix never ending issues.,neg,0.6392857142857142,-0.5785714285714286,-0.3698724489795918
11/8/16 1:11PM,Just got off the phone with netflix regarding a problem with a blank screen when trying to access netflix. Customer service person was an arrogant know-it-all that had an underlying tone. If my problem with netflix happens constantly I will quit netflix and go to hulu.,neg,0.16666666666666666,0.0,0.0
10/29/16 2:37PM,I just wanted to say thank you so much for the tec that helped me with my problem I had. He was so nice helping me out. And I will be a loyal fan for a long time. Thank you again for the help.,neg,0.6083333333333333,0.2708333333333333,0.16475694444444441
10/28/16 10:21AM,"I've been a Netflix customer for over four years, the service has gone from good to bad to worse. They do not think about what they say, even in management.. If I had ever spoken or treated my customers that way as a business owner the only thing that would have been left standing would have been an abandoned building, I guess greed now outways ""customer Service.."" Go to Hulu like I did, way worth the extra few bucks with way, way more options, especially for the 40 and over crowd.",neg,0.4666666666666667,0.020000000000000007,0.009333333333333338
10/22/16 10:13PM,Wow customers like been with you guys for a years and you treat me on phone calls wow I don't even want to continue this service anymore the way how bad you guys you actually treat me really truthfully I want to see a lot of bad words right now like you need to go I can't even believe you treated me that way you can talk to me that you can swear at me you can say whatever you want to me and I'm wrong for the way that I talk wow but u talk how ever u want to me cuz your boss is your boyfriend,neg,0.7076719576719577,-0.09047619047619045,-0.06402746283698663
10/18/16 6:38AM,"I've been a Netflix customer for six years and the service keeps getting worse. Why are the dvd's that I want to see always on a short wait? I realize that you make more money on streaming, but I pay for DVD service. Maybe you need to purchase more movies. I deserve some kind of compensation for always having to wait. Thank you!",neg,0.5599999999999999,0.27,0.1512
10/13/16 6:03PM,Worst customer service ever! Phone recording said 1 minutes and took over 4 minuttes. TV content 100% showing offense content that I have shown on my profile NOT to show or render. Told that I am OLD enough to to click the watch button!!!!!!!!,neg,0.5666666666666667,-0.3,-0.16999999999999998
8/28/16 5:13PM,"I had cancelled my service with Netflix in June 2016. Last night I received an email that said ""Welcome Back to Netflix and for renewing your subscription. I did NO such thing. Then I got an alert from my bank stating that $11.59 was deducted from my bank account! Needless to say, I was ANGRY. I NEVER renewed my subscription. I spoke to one rep who laughed it off when I tried to explain what happened. I finally hung up on him and called back and spoke to another rep who claimed my account would be forever cancelled and my credit card number blacklisted. I didn't believe her and asked to speak to a supervisor. Upon speaking the supervisor he assured me the money would be refunded to my account. I know of no one who could have renewed the subscription and have a feeling that Netflix renewed it on their end. I wonder if this has ever happened to anyone else. I better get my money refunded as I live in the Bay Area and know exactly where Netflix's corporate headquarters are in Campbell, CA. I have no qualms about going there and speaking to someone directly!",neg,0.45119047619047625,0.10795454545454544,0.04870806277056277
8/22/16 12:18PM,"Wow!What a horribly run company. Besides offering a terrible search engine, their customer service reps are rude and incompetent as well. A rep actually told me that 'having a language filter wouldn't allow users to operate the sight'. Huh? Further, he became condescending when I didn't agree.

Every experience I've had with the company has been bad, and their sight is poorly designed. The search engine seems like it was designed by a fifth grader (didn't mean to offend you, Fifth graders).

I will definitely cancel my membership before another billing cycle. How could a company that size be soooooooooooo poorly managed?",neg,0.6018939393939393,-0.4056818181818182,-0.24417742768595038
8/17/16 11:24AM,Just got off the phone with customer service. Got what I was looking to clarify but the person who helped me was pretty rude (talking very slowly in a matter-of-fact tone). I called because I had one question. There is no need to treat me like I'm stupid.,neg,0.78,-0.31,-0.24180000000000001
